date,user,movie,list_user,Metric,metric_order,Score
23/06/2022,EK,The Holy Mountain,Krishan,acting,3,0.4
23/06/2022,EK,The Holy Mountain,Krishan,camera,4,0.9
23/06/2022,EK,The Holy Mountain,Krishan,themes,5,0.25
23/06/2022,EK,The Holy Mountain,Krishan,music,6,0.5
23/06/2022,EK,The Holy Mountain,Krishan,casting,7,0.4
23/06/2022,EK,The Holy Mountain,Krishan,wildcard,8,0.3
23/06/2022,KS,The Holy Mountain,Krishan,enjoyable,1,0
23/06/2022,KS,The Holy Mountain,Krishan,plot,2,0.5
23/06/2022,KS,The Holy Mountain,Krishan,acting,3,0.2
23/06/2022,KS,The Holy Mountain,Krishan,camera,4,0.7
23/06/2022,KS,The Holy Mountain,Krishan,themes,5,0.4
23/06/2022,KS,The Holy Mountain,Krishan,music,6,0.5
23/06/2022,KS,The Holy Mountain,Krishan,casting,7,0.1
23/06/2022,KS,The Holy Mountain,Krishan,wildcard,8,0.1
23/06/2022,TS,The Holy Mountain,Krishan,enjoyable,1,0
23/06/2022,TS,The Holy Mountain,Krishan,plot,2,1
23/06/2022,TS,The Holy Mountain,Krishan,acting,3,0
23/06/2022,TS,The Holy Mountain,Krishan,camera,4,1
23/06/2022,TS,The Holy Mountain,Krishan,themes,5,0.1
23/06/2022,TS,The Holy Mountain,Krishan,music,6,0.4
23/06/2022,TS,The Holy Mountain,Krishan,casting,7,0
23/06/2022,TS,The Holy Mountain,Krishan,wildcard,8,0.1
19/07/2022,YA,The Last Detail,Tommy,enjoyable,1,5
19/07/2022,YA,The Last Detail,Tommy,plot,2,1.75
19/07/2022,YA,The Last Detail,Tommy,acting,3,1
19/07/2022,YA,The Last Detail,Tommy,camera,4,0.25
19/07/2022,YA,The Last Detail,Tommy,themes,5,0.4
19/07/2022,YA,The Last Detail,Tommy,music,6,0.1
19/07/2022,YA,The Last Detail,Tommy,casting,7,0.5
19/07/2022,YA,The Last Detail,Tommy,wildcard,8,0
19/07/2022,ZA,The Last Detail,Tommy,enjoyable,1,5
19/07/2022,ZA,The Last Detail,Tommy,plot,2,1
19/07/2022,ZA,The Last Detail,Tommy,acting,3,0.75
19/07/2022,ZA,The Last Detail,Tommy,camera,4,0.6
19/07/2022,ZA,The Last Detail,Tommy,themes,5,0.3
19/07/2022,ZA,The Last Detail,Tommy,music,6,0.2
19/07/2022,ZA,The Last Detail,Tommy,casting,7,0.4
19/07/2022,ZA,The Last Detail,Tommy,wildcard,8,0.3
19/07/2022,KS,The Last Detail,Tommy,enjoyable,1,0
19/07/2022,KS,The Last Detail,Tommy,plot,2,0.5
19/07/2022,KS,The Last Detail,Tommy,acting,3,0.3
19/07/2022,KS,The Last Detail,Tommy,camera,4,0.3
19/07/2022,KS,The Last Detail,Tommy,themes,5,0.1
19/07/2022,KS,The Last Detail,Tommy,music,6,0.1
19/07/2022,KS,The Last Detail,Tommy,casting,7,0.35
19/07/2022,KS,The Last Detail,Tommy,wildcard,8,0.2
19/07/2022,TS,The Last Detail,Tommy,enjoyable,1,5
19/07/2022,TS,The Last Detail,Tommy,plot,2,1.2
19/07/2022,TS,The Last Detail,Tommy,acting,3,1.3
19/07/2022,TS,The Last Detail,Tommy,camera,4,0.4
19/07/2022,TS,The Last Detail,Tommy,themes,5,0.3
19/07/2022,TS,The Last Detail,Tommy,music,6,0.25
19/07/2022,TS,The Last Detail,Tommy,casting,7,0.4
19/07/2022,TS,The Last Detail,Tommy,wildcard,8,0.3
19/07/2022,EK,The Last Detail,Tommy,enjoyable,1,5
19/07/2022,EK,The Last Detail,Tommy,plot,2,0.8
19/07/2022,EK,The Last Detail,Tommy,acting,3,1
19/07/2022,EK,The Last Detail,Tommy,camera,4,0.4
19/07/2022,EK,The Last Detail,Tommy,themes,5,0.3
19/07/2022,EK,The Last Detail,Tommy,music,6,0.1
19/07/2022,EK,The Last Detail,Tommy,casting,7,0.4
19/07/2022,EK,The Last Detail,Tommy,wildcard,8,0.2
18/08/2022,MA,Mongol,Muhammad,enjoyable,1,5
18/08/2022,MA,Mongol,Muhammad,plot,2,0.5
18/08/2022,MA,Mongol,Muhammad,acting,3,1
18/08/2022,MA,Mongol,Muhammad,camera,4,1
18/08/2022,MA,Mongol,Muhammad,themes,5,0.3
18/08/2022,MA,Mongol,Muhammad,music,6,0.4
18/08/2022,MA,Mongol,Muhammad,casting,7,0.1
18/08/2022,MA,Mongol,Muhammad,wildcard,8,0.5
18/08/2022,YA,Mongol,Muhammad,enjoyable,1,5
18/08/2022,YA,Mongol,Muhammad,plot,2,0.5
18/08/2022,YA,Mongol,Muhammad,acting,3,1
18/08/2022,YA,Mongol,Muhammad,camera,4,1
18/08/2022,YA,Mongol,Muhammad,themes,5,0.4
18/08/2022,YA,Mongol,Muhammad,music,6,0.3
18/08/2022,YA,Mongol,Muhammad,casting,7,0.2
18/08/2022,YA,Mongol,Muhammad,wildcard,8,0
18/08/2022,ZA,Mongol,Muhammad,enjoyable,1,5
18/08/2022,ZA,Mongol,Muhammad,plot,2,0.9
18/08/2022,ZA,Mongol,Muhammad,acting,3,1
18/08/2022,ZA,Mongol,Muhammad,camera,4,0.3
18/08/2022,ZA,Mongol,Muhammad,themes,5,0.25
18/08/2022,ZA,Mongol,Muhammad,music,6,0.25
18/08/2022,ZA,Mongol,Muhammad,casting,7,0.25
18/08/2022,ZA,Mongol,Muhammad,wildcard,8,0.1
18/08/2022,EK,Mongol,Muhammad,enjoyable,1,5
18/08/2022,EK,Mongol,Muhammad,plot,2,0.8
18/08/2022,EK,Mongol,Muhammad,acting,3,1
18/08/2022,EK,Mongol,Muhammad,camera,4,0.6
18/08/2022,EK,Mongol,Muhammad,themes,5,0.2
18/08/2022,EK,Mongol,Muhammad,music,6,0.4
18/08/2022,EK,Mongol,Muhammad,casting,7,0.2
18/08/2022,EK,Mongol,Muhammad,wildcard,8,0
18/08/2022,KS,Mongol,Muhammad,enjoyable,1,5
18/08/2022,KS,Mongol,Muhammad,plot,2,1
18/08/2022,KS,Mongol,Muhammad,acting,3,1
18/08/2022,KS,Mongol,Muhammad,camera,4,0.5
18/08/2022,KS,Mongol,Muhammad,themes,5,0.2
18/08/2022,KS,Mongol,Muhammad,music,6,0.3
18/08/2022,KS,Mongol,Muhammad,casting,7,0.1
18/08/2022,KS,Mongol,Muhammad,wildcard,8,-0.1
18/08/2022,TS,Mongol,Muhammad,enjoyable,1,5
18/08/2022,TS,Mongol,Muhammad,plot,2,0.5
18/08/2022,TS,Mongol,Muhammad,acting,3,1
18/08/2022,TS,Mongol,Muhammad,camera,4,0.5
18/08/2022,TS,Mongol,Muhammad,themes,5,0.3
18/08/2022,TS,Mongol,Muhammad,music,6,0.3
18/08/2022,TS,Mongol,Muhammad,casting,7,0.25
18/08/2022,TS,Mongol,Muhammad,wildcard,8,0.2
20/09/2022,YA,Shoplifters,Zelie,enjoyable,1,5
20/09/2022,YA,Shoplifters,Zelie,plot,2,1
20/09/2022,YA,Shoplifters,Zelie,acting,3,1.25
20/09/2022,YA,Shoplifters,Zelie,camera,4,0.9
20/09/2022,YA,Shoplifters,Zelie,themes,5,0.4
20/09/2022,YA,Shoplifters,Zelie,music,6,0.1
20/09/2022,YA,Shoplifters,Zelie,casting,7,0.5
20/09/2022,YA,Shoplifters,Zelie,wildcard,8,0.2
20/09/2022,ZA,Shoplifters,Zelie,enjoyable,1,5
20/09/2022,ZA,Shoplifters,Zelie,plot,2,1.9
20/09/2022,ZA,Shoplifters,Zelie,acting,3,1.5
20/09/2022,ZA,Shoplifters,Zelie,camera,4,1
20/09/2022,ZA,Shoplifters,Zelie,themes,5,0.5
20/09/2022,ZA,Shoplifters,Zelie,music,6,0.4
20/09/2022,ZA,Shoplifters,Zelie,casting,7,0.5
20/09/2022,ZA,Shoplifters,Zelie,wildcard,8,0.25
20/09/2022,KS,Shoplifters,Zelie,enjoyable,1,5
20/09/2022,KS,Shoplifters,Zelie,plot,2,1.7
20/09/2022,KS,Shoplifters,Zelie,acting,3,1.3
20/09/2022,KS,Shoplifters,Zelie,camera,4,0.6
20/09/2022,KS,Shoplifters,Zelie,themes,5,0.35
20/09/2022,KS,Shoplifters,Zelie,music,6,0.1
20/09/2022,KS,Shoplifters,Zelie,casting,7,0.4
20/09/2022,KS,Shoplifters,Zelie,wildcard,8,0.25
20/09/2022,TS,Shoplifters,Zelie,enjoyable,1,5
20/09/2022,TS,Shoplifters,Zelie,plot,2,1.1
20/09/2022,TS,Shoplifters,Zelie,acting,3,1.1
20/09/2022,TS,Shoplifters,Zelie,camera,4,0.7
20/09/2022,TS,Shoplifters,Zelie,themes,5,0.3
20/09/2022,TS,Shoplifters,Zelie,music,6,0.1
20/09/2022,TS,Shoplifters,Zelie,casting,7,0.4
20/09/2022,TS,Shoplifters,Zelie,wildcard,8,0.3
25/10/2022,MA,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,MA,Citizen Kane,Yasin,plot,2,1.2
25/10/2022,MA,Citizen Kane,Yasin,acting,3,0.5
25/10/2022,MA,Citizen Kane,Yasin,camera,4,1
25/10/2022,MA,Citizen Kane,Yasin,themes,5,0.5
25/10/2022,MA,Citizen Kane,Yasin,music,6,0.25
25/10/2022,MA,Citizen Kane,Yasin,casting,7,0.3
25/10/2022,MA,Citizen Kane,Yasin,wildcard,8,0.2
25/10/2022,YA,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,YA,Citizen Kane,Yasin,plot,2,1.5
25/10/2022,YA,Citizen Kane,Yasin,acting,3,0.8
25/10/2022,YA,Citizen Kane,Yasin,camera,4,1
25/10/2022,YA,Citizen Kane,Yasin,themes,5,0.5
25/10/2022,YA,Citizen Kane,Yasin,music,6,0.4
25/10/2022,YA,Citizen Kane,Yasin,casting,7,0.4
25/10/2022,YA,Citizen Kane,Yasin,wildcard,8,0.5
25/10/2022,ZA,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,ZA,Citizen Kane,Yasin,plot,2,1
25/10/2022,ZA,Citizen Kane,Yasin,acting,3,0.75
25/10/2022,ZA,Citizen Kane,Yasin,camera,4,1
25/10/2022,ZA,Citizen Kane,Yasin,themes,5,0.4
25/10/2022,ZA,Citizen Kane,Yasin,music,6,0.3
25/10/2022,ZA,Citizen Kane,Yasin,casting,7,0.4
25/10/2022,ZA,Citizen Kane,Yasin,wildcard,8,0.4
25/10/2022,KS,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,KS,Citizen Kane,Yasin,plot,2,1
25/10/2022,KS,Citizen Kane,Yasin,acting,3,0.3
25/10/2022,KS,Citizen Kane,Yasin,camera,4,0.8
25/10/2022,KS,Citizen Kane,Yasin,themes,5,0.4
25/10/2022,KS,Citizen Kane,Yasin,music,6,0.15
25/10/2022,KS,Citizen Kane,Yasin,casting,7,0.2
25/10/2022,KS,Citizen Kane,Yasin,wildcard,8,0.2
25/10/2022,TS,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,TS,Citizen Kane,Yasin,plot,2,1.8
25/10/2022,TS,Citizen Kane,Yasin,acting,3,0.6
25/10/2022,TS,Citizen Kane,Yasin,camera,4,1
25/10/2022,TS,Citizen Kane,Yasin,themes,5,0.5
25/10/2022,TS,Citizen Kane,Yasin,music,6,0.4
25/10/2022,TS,Citizen Kane,Yasin,casting,7,0.4
25/10/2022,TS,Citizen Kane,Yasin,wildcard,8,0.5
25/10/2022,EK,Citizen Kane,Yasin,enjoyable,1,5
25/10/2022,EK,Citizen Kane,Yasin,plot,2,1.5
25/10/2022,EK,Citizen Kane,Yasin,acting,3,0.8
25/10/2022,EK,Citizen Kane,Yasin,camera,4,1
25/10/2022,EK,Citizen Kane,Yasin,themes,5,0.3
25/10/2022,EK,Citizen Kane,Yasin,music,6,0.3
25/10/2022,EK,Citizen Kane,Yasin,casting,7,0.4
25/10/2022,EK,Citizen Kane,Yasin,wildcard,8,0
30/11/2022,MA,Master and Commander,Erik,enjoyable,1,5
30/11/2022,MA,Master and Commander,Erik,plot,2,1.5
30/11/2022,MA,Master and Commander,Erik,acting,3,1
30/11/2022,MA,Master and Commander,Erik,camera,4,0.8
30/11/2022,MA,Master and Commander,Erik,themes,5,0.35
30/11/2022,MA,Master and Commander,Erik,music,6,0.5
30/11/2022,MA,Master and Commander,Erik,casting,7,0.5
30/11/2022,MA,Master and Commander,Erik,wildcard,8,0.5
30/11/2022,KS,Master and Commander,Erik,enjoyable,1,5
30/11/2022,KS,Master and Commander,Erik,plot,2,1.4
30/11/2022,KS,Master and Commander,Erik,acting,3,0.9
30/11/2022,KS,Master and Commander,Erik,camera,4,0.4
30/11/2022,KS,Master and Commander,Erik,themes,5,0.25
30/11/2022,KS,Master and Commander,Erik,music,6,0.4
30/11/2022,KS,Master and Commander,Erik,casting,7,0.25
30/11/2022,KS,Master and Commander,Erik,wildcard,8,0.2
30/11/2022,TS,Master and Commander,Erik,enjoyable,1,5
30/11/2022,TS,Master and Commander,Erik,plot,2,1.1
30/11/2022,TS,Master and Commander,Erik,acting,3,1
30/11/2022,TS,Master and Commander,Erik,camera,4,0.6
30/11/2022,TS,Master and Commander,Erik,themes,5,0.4
30/11/2022,TS,Master and Commander,Erik,music,6,0.4
30/11/2022,TS,Master and Commander,Erik,casting,7,0.5
30/11/2022,TS,Master and Commander,Erik,wildcard,8,0.3
30/11/2022,EK,Master and Commander,Erik,enjoyable,1,5
30/11/2022,EK,Master and Commander,Erik,plot,2,1.7
30/11/2022,EK,Master and Commander,Erik,acting,3,1.2
30/11/2022,EK,Master and Commander,Erik,camera,4,0.8
30/11/2022,EK,Master and Commander,Erik,themes,5,0.35
30/11/2022,EK,Master and Commander,Erik,music,6,0.4
30/11/2022,EK,Master and Commander,Erik,casting,7,0.4
30/11/2022,EK,Master and Commander,Erik,wildcard,8,0.3
30/11/2022,ZA,Master and Commander,Erik,enjoyable,1,5
30/11/2022,ZA,Master and Commander,Erik,plot,2,1.5
30/11/2022,ZA,Master and Commander,Erik,acting,3,0.75
30/11/2022,ZA,Master and Commander,Erik,camera,4,0.5
30/11/2022,ZA,Master and Commander,Erik,themes,5,0.25
30/11/2022,ZA,Master and Commander,Erik,music,6,0.3
30/11/2022,ZA,Master and Commander,Erik,casting,7,0.3
30/11/2022,ZA,Master and Commander,Erik,wildcard,8,0.2
05/12/2022,YA,Grave of The Fireflies,Krishan,enjoyable,1,5
05/12/2022,YA,Grave of The Fireflies,Krishan,plot,2,1.5
05/12/2022,YA,Grave of The Fireflies,Krishan,acting,3,1.5
05/12/2022,YA,Grave of The Fireflies,Krishan,camera,4,0.8
05/12/2022,YA,Grave of The Fireflies,Krishan,themes,5,0.5
05/12/2022,YA,Grave of The Fireflies,Krishan,music,6,0.4
05/12/2022,YA,Grave of The Fireflies,Krishan,casting,7,0.5
05/12/2022,YA,Grave of The Fireflies,Krishan,wildcard,8,0.5
05/12/2022,ZA,Grave of The Fireflies,Krishan,enjoyable,1,5
05/12/2022,ZA,Grave of The Fireflies,Krishan,plot,2,1.5
05/12/2022,ZA,Grave of The Fireflies,Krishan,acting,3,1.5
05/12/2022,ZA,Grave of The Fireflies,Krishan,camera,4,1
05/12/2022,ZA,Grave of The Fireflies,Krishan,themes,5,0.3
05/12/2022,ZA,Grave of The Fireflies,Krishan,music,6,0.4
05/12/2022,ZA,Grave of The Fireflies,Krishan,casting,7,0.5
05/12/2022,ZA,Grave of The Fireflies,Krishan,wildcard,8,0.4
05/12/2022,TS,Grave of The Fireflies,Krishan,enjoyable,1,0
05/12/2022,TS,Grave of The Fireflies,Krishan,plot,2,0.6
05/12/2022,TS,Grave of The Fireflies,Krishan,acting,3,0.5
05/12/2022,TS,Grave of The Fireflies,Krishan,camera,4,0.4
05/12/2022,TS,Grave of The Fireflies,Krishan,themes,5,0.5
05/12/2022,TS,Grave of The Fireflies,Krishan,music,6,0.3
05/12/2022,TS,Grave of The Fireflies,Krishan,casting,7,0.2
05/12/2022,TS,Grave of The Fireflies,Krishan,wildcard,8,0.2
05/12/2022,KS,Grave of The Fireflies,Krishan,enjoyable,1,5
05/12/2022,KS,Grave of The Fireflies,Krishan,plot,2,1.8
05/12/2022,KS,Grave of The Fireflies,Krishan,acting,3,1.25
05/12/2022,KS,Grave of The Fireflies,Krishan,camera,4,0.9
05/12/2022,KS,Grave of The Fireflies,Krishan,themes,5,0.35
05/12/2022,KS,Grave of The Fireflies,Krishan,music,6,0.4
05/12/2022,KS,Grave of The Fireflies,Krishan,casting,7,0.35
05/12/2022,KS,Grave of The Fireflies,Krishan,wildcard,8,0.35
05/12/2022,MA,Grave of The Fireflies,Krishan,enjoyable,1,5
05/12/2022,MA,Grave of The Fireflies,Krishan,plot,2,2
05/12/2022,MA,Grave of The Fireflies,Krishan,acting,3,1.5
05/12/2022,MA,Grave of The Fireflies,Krishan,camera,4,0.8
05/12/2022,MA,Grave of The Fireflies,Krishan,themes,5,0.5
05/12/2022,MA,Grave of The Fireflies,Krishan,music,6,0.35
05/12/2022,MA,Grave of The Fireflies,Krishan,casting,7,0.3
05/12/2022,MA,Grave of The Fireflies,Krishan,wildcard,8,0.25
19/01/2023,YA,Argentina 1985,Krishan,enjoyable,1,5
19/01/2023,YA,Argentina 1985,Krishan,plot,2,1.3
19/01/2023,YA,Argentina 1985,Krishan,acting,3,1.4
19/01/2023,YA,Argentina 1985,Krishan,camera,4,0.85
19/01/2023,YA,Argentina 1985,Krishan,themes,5,0.35
19/01/2023,YA,Argentina 1985,Krishan,music,6,0.4
19/01/2023,YA,Argentina 1985,Krishan,casting,7,0.5
19/01/2023,YA,Argentina 1985,Krishan,wildcard,8,0.2
19/01/2023,ZA,Argentina 1985,Krishan,enjoyable,1,5
19/01/2023,ZA,Argentina 1985,Krishan,plot,2,1.1
19/01/2023,ZA,Argentina 1985,Krishan,acting,3,1.2
19/01/2023,ZA,Argentina 1985,Krishan,camera,4,0.7
19/01/2023,ZA,Argentina 1985,Krishan,themes,5,0.1
19/01/2023,ZA,Argentina 1985,Krishan,music,6,0.15
19/01/2023,ZA,Argentina 1985,Krishan,casting,7,0.4
19/01/2023,ZA,Argentina 1985,Krishan,wildcard,8,0.1
19/01/2023,TS,Argentina 1985,Krishan,enjoyable,1,5
19/01/2023,TS,Argentina 1985,Krishan,plot,2,1.5
19/01/2023,TS,Argentina 1985,Krishan,acting,3,1.2
19/01/2023,TS,Argentina 1985,Krishan,camera,4,0.8
19/01/2023,TS,Argentina 1985,Krishan,themes,5,0.4
19/01/2023,TS,Argentina 1985,Krishan,music,6,0.3
19/01/2023,TS,Argentina 1985,Krishan,casting,7,0.4
19/01/2023,TS,Argentina 1985,Krishan,wildcard,8,0.3
19/01/2023,KS,Argentina 1985,Krishan,enjoyable,1,5
19/01/2023,KS,Argentina 1985,Krishan,plot,2,1.4
19/01/2023,KS,Argentina 1985,Krishan,acting,3,1.3
19/01/2023,KS,Argentina 1985,Krishan,camera,4,0.65
19/01/2023,KS,Argentina 1985,Krishan,themes,5,0.4
19/01/2023,KS,Argentina 1985,Krishan,music,6,0.5
19/01/2023,KS,Argentina 1985,Krishan,casting,7,0.5
19/01/2023,KS,Argentina 1985,Krishan,wildcard,8,0.3
19/01/2023,MA,Argentina 1985,Krishan,enjoyable,1,5
19/01/2023,MA,Argentina 1985,Krishan,plot,2,1.2
19/01/2023,MA,Argentina 1985,Krishan,acting,3,1.3
19/01/2023,MA,Argentina 1985,Krishan,camera,4,1
19/01/2023,MA,Argentina 1985,Krishan,themes,5,0.4
19/01/2023,MA,Argentina 1985,Krishan,music,6,0.4
19/01/2023,MA,Argentina 1985,Krishan,casting,7,0.5
19/01/2023,MA,Argentina 1985,Krishan,wildcard,8,0.35
13/02/2023,YA,First Cow,Tommy,enjoyable,1,5
13/02/2023,YA,First Cow,Tommy,plot,2,1.1
13/02/2023,YA,First Cow,Tommy,acting,3,1
13/02/2023,YA,First Cow,Tommy,camera,4,0.75
13/02/2023,YA,First Cow,Tommy,themes,5,0.3
13/02/2023,YA,First Cow,Tommy,music,6,0.4
13/02/2023,YA,First Cow,Tommy,casting,7,0.4
13/02/2023,YA,First Cow,Tommy,wildcard,8,-0.25
13/02/2023,ZA,First Cow,Tommy,enjoyable,1,5
13/02/2023,ZA,First Cow,Tommy,plot,2,0.3
13/02/2023,ZA,First Cow,Tommy,acting,3,1
13/02/2023,ZA,First Cow,Tommy,camera,4,0.9
13/02/2023,ZA,First Cow,Tommy,themes,5,0.35
13/02/2023,ZA,First Cow,Tommy,music,6,0.4
13/02/2023,ZA,First Cow,Tommy,casting,7,0.5
13/02/2023,ZA,First Cow,Tommy,wildcard,8,0
13/02/2023,TS,First Cow,Tommy,enjoyable,1,5
13/02/2023,TS,First Cow,Tommy,plot,2,1
13/02/2023,TS,First Cow,Tommy,acting,3,1.3
13/02/2023,TS,First Cow,Tommy,camera,4,0.8
13/02/2023,TS,First Cow,Tommy,themes,5,0.4
13/02/2023,TS,First Cow,Tommy,music,6,0.4
13/02/2023,TS,First Cow,Tommy,casting,7,0.4
13/02/2023,TS,First Cow,Tommy,wildcard,8,0.4
13/02/2023,KS,First Cow,Tommy,enjoyable,1,5
13/02/2023,KS,First Cow,Tommy,plot,2,1.3
13/02/2023,KS,First Cow,Tommy,acting,3,1
